year,rf_co2,rf_ch4,rf_n2o
1846,0.04775771784362802,0.1263392138404493,0.033786948287512567
1847,0.04966236413215484,0.12869839704852123,0.033789652322306546
1848,0.05162293223983841,0.13109122353133928,0.03378688782123367
1849,0.053626598886188724,0.1335186927592257,0.03377870093152457
1850,0.05564612303721546,0.13598183225273403,0.033765138355315284
1851,0.05764428846687293,0.13827892006581247,0.03374706963937325
1852,0.05951774001234977,0.14042817692079212,0.03374628937882308
1853,0.061505319614747034,0.1424459396137475,0.0337368448685913
1854,0.06366305824700008,0.14434659767699354,0.033718476311047
1855,0.06580243635109781,0.14614292205244714,0.033690687006898194
1856,0.06792032580216434,0.14784623411522008,0.03365713117801911
1857,0.06976075183301914,0.1494666085260501,0.0336178321553216
1858,0.07059043262862531,0.1510130025010147,0.03357273182263288
1859,0.07049608179440836,0.15249338368806373,0.03352184184832258
1860,0.07071566945992415,0.15391484200385183,0.033465176306807745
1861,0.07182434069011286,0.1550308191846028,0.03341592406646972
1862,0.07356983813785373,0.15587443874590337,0.033334943761641755
1863,0.0752464382402769,0.15647477790508652,0.03324832598902639
1864,0.07654775596717439,0.1568577637649358,0.03315615701091491
1865,0.07782253589567117,0.15704644427034317,0.03305856119873338
1866,0.07925658752658728,0.15706133401915323,0.0329549668195187
1867,0.08083071702297188,0.1569207115737489,0.03284385031223133
1868,0.08247739931540891,0.15664086407980315,0.0327257501415024
1869,0.08415078609906193,0.15623632651118086,0.03260048418563067
1870,0.08581388399636966,0.155720074320387,0.03246807754239822
1871,0.08743724460046012,0.1559215683729447,0.03239462944018511
1872,0.08911246175543927,0.1567650352228087,0.03236895411459337
1873,0.09124023665598624,0.15818176749774826,0.032354551799068
1874,0.09372253597578381,0.16010946505339518,0.03233942210296539
1875,0.09610301621408913,0.16249184891294985,0.032323105688143124
1876,0.09844546173951786,0.1652782087021448,0.032314890324749004
1877,0.10081871602369383,0.1684230910966142,0.032305162942395015
1878,0.10307998557578064,0.1718857186223372,0.03229302817854531
1879,0.10527572784324177,0.17562960493061008,0.03227794769953269
1880,0.10756363880583074,0.17962214918585204,0.03226020527155715
1881,0.1100578147865357,0.18385806814162883,0.03225247228084181
1882,0.11278033430631437,0.18830887747738487,0.032217398334422345
1883,0.1154161581836236,0.1929488830417414,0.03217856188000859
1884,0.11768881240926031,0.19775533756838443,0.03213526896345654
1885,0.11809911885643323,0.20270800987170562,0.03208738234547266
1886,0.11646499625564113,0.20778884715863236,0.032045972298204446
1887,0.11510397805817063,0.21298194481211274,0.032000009592761725
1888,0.1149277509049638,0.21827312560792023,0.031948699891439045
1889,0.1156908271502051,0.22364980647862023,0.03189178237021519
1890,0.117029166541581,0.22910082281333788,0.03182913176161942
1891,0.11848857993614692,0.23427363583078156,0.03176216246886521
1892,0.11995274890497128,0.2391987104500169,0.03169156899434362
1893,0.12153402353068456,0.2439029477574517,0.03161797232608308
1894,0.1234426599029872,0.24841013610339083,0.031541949230723156
1895,0.12581839700416036,0.25274133923505326,0.03146401044564779
1896,0.1287199073133585,0.2569152307351922,0.031384564578918625
1897,0.1318212479516378,0.2609483827763848,0.03130393684152865
1898,0.134736592675576,0.2648555173324611,0.031222350211877258
1899,0.13747447610628302,0.2686497242568361,0.031139899112790897
1900,0.1404646088464484,0.27234265159180926,0.03105654877748839
1901,0.14389534130457815,0.2758781550598768,0.03097355474306117
1902,0.14781509878385016,0.27927257118065074,0.0308930519133298
1903,0.15198169754362742,0.2825404508897762,0.030816715474247632
1904,0.15554984010280462,0.28569476535036203,0.03074583779984076
1905,0.15826481478693072,0.2887470925924833,0.030681288945252162
1906,0.16117202131724095,0.2917077669779794,0.03062343734024683
1907,0.16537138605440502,0.29458602736810924,0.030572226815162362
1908,0.17060829210875286,0.29739013272118,0.03052726238184259
1909,0.17599220668900614,0.30012747057601497,0.030487771343274662
1910,0.181272885635849,0.30280465918179855,0.03045253181878602
1911,0.1868248039063664,0.3054271536351775,0.030421067587359577
1912,0.19232888678302995,0.3080001508238636,0.030393908387127765
1913,0.19764880547053673,0.31052830939533466,0.030371436291962445
1914,0.20258231764185927,0.3130158102184936,0.030353847023251706
1915,0.2066934029737956,0.31546640017261246,0.030341169740645085
1916,0.21047069381070252,0.3178834442270216,0.03033325927477538
1917,0.2147286974176935,0.3202699634285873,0.03032983216089907
1918,0.21958792712817193,0.32262867300303927,0.03033052742446533
1919,0.2245566554224626,0.32496200833566674,0.030334903017131123
1920,0.22883591072951381,0.32727216024226685,0.030342418865019663
1921,0.23306813862913675,0.32958084860836695,0.03035284495767683
1922,0.23718071170503177,0.33188806422551065,0.0303664218280081
1923,0.24084064335080838,0.3341937961959953,0.030383268012535356
1924,0.24523494791594613,0.33649803078281043,0.03040398854808972
1925,0.25011080798744384,0.338800753096231,0.0304296678896245
1926,0.2549021791437416,0.3411019487211467,0.030460998821306276
1927,0.2596430659024902,0.34340161064612046,0.03049823175904814
1928,0.26479593316177646,0.34569973824057276,0.030541187982792636
1929,0.2702943122999604,0.34799633257567875,0.030589320284066954
1930,0.275991008743464,0.3502914015419539,0.030641689856059168
1931,0.2817026660354997,0.35258792145350054,0.03069702374021652
1932,0.28669223418715345,0.3548855331144628,0.030754072305059364
1933,0.2904137684327216,0.35718391792844384,0.030811658223787005
1934,0.29350149305587203,0.35948279160105584,0.030868692534275186
1935,0.2970264538053534,0.36178189132564675,0.030924543595451222
1936,0.3010287742972005,0.3640809777490433,0.030979208310437774
1937,0.30561951253126607,0.36637983151322145,0.03103324059005295
1938,0.3107801794826488,0.36867824537479726,0.03108775870312964
1939,0.3157477779150943,0.37097602719569106,0.031144478569328313
1940,0.32049609650838895,0.3732729978255771,0.031205617968531815
1941,0.32570836828054833,0.37562516917760114,0.03129037227299526
1942,0.33126254388520054,0.37802616548012985,0.03143001595598666
1943,0.3368813713701001,0.38047027829356667,0.03164863933022673
1944,0.3426238370622822,0.382952343727255,0.03196911466818754
1945,0.3483662979382609,0.3854677128299433,0.03241133364598775
1946,0.35307864742988676,0.38801228165195745,0.03298543750581681
1947,0.35751393730352715,0.3905824566968352,0.03369173195758797
1948,0.36327959544899374,0.3931751199726669,0.034520835350762696
1949,0.3699157687536824,0.3957875904770358,0.03545398173737502
1950,0.3764664090127934,0.3984176013900224,0.03646303867295698
1951,0.3835696770390732,0.401850906659377,0.037525376519108124
1952,0.39272336555830206,0.40600444215948084,0.03863162040074301
1953,0.403014508350071,0.41080260813623115,0.03977117647619679
1954,0.41319877284075057,0.41617677628323774,0.04093558017586599
1955,0.4234414046804187,0.4220647842446964,0.042120536675694535
1956,0.434508025166025,0.4284104808323679,0.04332356640127784
1957,0.446829571218713,0.4351632423526613,0.04454406184896469
1958,0.4599208570972899,0.44227750774817925,0.045783325216487654
1959,0.4734441144500094,0.44971232299983627,0.04704445707602219
1960,0.4869887476394131,0.45743091549801645,0.04833235294469488
1961,0.5005650629011369,0.4649455376152289,0.049671324859663905
1962,0.514243505226617,0.4722753651513289,0.05109756899510624
1963,0.5278956439090537,0.47943747847069806,0.05264061219788611
1964,0.5418860135248154,0.4864470378769996,0.054329181968118555
1965,0.5557003770400121,0.49331786871334643,0.05616850996752091
1966,0.5692159197616026,0.5000619812869549,0.058183417303015746
1967,0.5838684636024726,0.5066908875383742,0.06034671702490774
1968,0.6001133380355587,0.513215647394918,0.0625893981669952
1969,0.6172590569372681,0.5196451701260594,0.06491239875294197
1970,0.6349005593152208,0.5259876131651292,0.06730595695235607
1971,0.6534363413063484,0.5323996254139137,0.06944431318186582
1972,0.6727431087954726,0.5388647420815201,0.07176224330769351
1973,0.692673052660501,0.545376982158361,0.07413293276915618
1974,0.7137347483031852,0.5519318140655589,0.07640142293105431
1975,0.7350968842510014,0.5585190473380743,0.07877199561463943
1976,0.7555478695911273,0.5651332167844325,0.08121885353787187
1977,0.7764024447855574,0.5717681841001223,0.08378512802790468
1978,0.7987133719334617,0.5784209929647581,0.08637279262750625
1979,0.8216388577450907,0.5850835171416692,0.08918237394458559
1980,0.8453376592549118,0.5917561630941693,0.09198973791582857
1981,0.8690371113202463,0.5983842859891354,0.0946151130943582
1982,0.8914249795019049,0.604964717443356,0.09738806992402727
1983,0.913190651862539,0.6115027553415534,0.1001886734412801
1984,0.9336780414140182,0.618004667164394,0.10284180125057003
1985,0.9535197400234503,0.6244710677780633,0.10543924698460683
1986,0.9751249891056791,0.6309029965671246,0.10803650194141846
1987,0.9983293393032379,0.637297715087883,0.11085373518638765
1988,1.0226123419381279,0.6436660539505072,0.11346458663001008
1989,1.0478474266611624,0.6500042071448031,0.11612372982533893
1990,1.0738781276159717,0.6563117938817158,0.11891231039941234
1991,1.1000008358341387,0.6613166453729742,0.12155278530609696
1992,1.126278327689281,0.6651360126258347,0.12442195001288466
1993,1.150202747645905,0.6678938751576688,0.1269477275936481
1994,1.1712342171391954,0.6696789020941469,0.12957294848265058
1995,1.1929379438506416,0.6705801760376534,0.13224218871680501
1996,1.2164232067622198,0.6706774237024131,0.1349037035321108
1997,1.2411601919453104,0.6700377860521225,0.13770186827219458
1998,1.2664922068428184,0.6687286266690206,0.14046086585964296
1999,1.2916470131038755,0.6668122097708346,0.14295414937503148
2000,1.3161520632363664,0.6643356455744754,0.14537568365929196
2001,1.340626155241571,0.6625516939326642,0.14779980841398288
2002,1.3657000449452341,0.6613964425320508,0.1502259823327717
2003,1.3913476964025633,0.6608106616382183,0.15265419932454397
2004,1.418151520799554,0.6607398038776842,0.15508415014507865
2005,1.44688167029654,0.661133772526756,0.15751529797604763
2006,1.4771486876855835,0.6616994971560662,0.15994486748719758
2007,1.5076982875690903,0.6624204480530542,0.1623733523660271
2008,1.5378441902022437,0.6632804775207444,0.16480097547133676
2009,1.5676825247792625,0.6642670394006615,0.16722772035091474
2010,1.5973884907706202,0.6653686744006282,0.1696535313979729
2011,1.6270415456903762,0.6665675427266082,0.17207842021954392
2012,1.6566723686650422,0.6678547597065588,0.17450237798171495
2013,1.6863041298724122,0.6692222187705755,0.17692539606754512
2014,1.715776983923788,0.6706625290960254,0.17934754660475336
2015,1.7455833377850751,0.672168951704795,0.18176860193319125
2016,1.7753711970034751,0.6737353434098428,0.18418871575745155
2017,1.8051630068398516,0.6753561080285964,0.18660787156480713
2018,1.8349909156183906,0.6770261451794781,0.18902604579525578
2019,1.8648840813298022,0.6787408101886431,0.19144321382349214
2020,1.8948663560907328,0.6804958723118708,0.19385935137017185
2021,1.9249467360157524,0.68220253678027,0.19627337213325763
2022,1.95520685454297,0.6838652023182822,0.19868519603138626
2023,1.9857156754844485,0.6854878609119123,0.2010947486544849
2024,2.0164581608589542,0.6870741363987629,0.20350200053117457
2025,2.0474241732123737,0.6886273192549623,0.20590692157562931
2026,2.0786062174744,0.690150397975726,0.20830948203328295
2027,2.1099983103516933,0.6916460874011902,0.21070965290923507
2028,2.1415954218725526,0.693116854300173,0.21310740613131354
2029,2.173393179551145,0.6945649404899892,0.21550271459413092
2030,2.2053876970333746,0.6959923837403086,0.2178955521501065
2031,2.2375756655063825,0.6973085433352219,0.22027347168506198
2032,2.2697762847083798,0.6985233730060184,0.22263666356377734
2033,2.3018258312931525,0.6996459134431096,0.22498531731857702
2034,2.33374120555462,0.7006843797290876,0.22731951560377722
2035,2.365374220734478,0.7016462398098571,0.2296394503454553
2036,2.397169503644796,0.7025382850172317,0.2319449291162836
2037,2.428810287408023,0.7033666935267551,0.23423625511970023
2038,2.4603146281126254,0.7041370875238433,0.23651351756405692
2039,2.4917182086113567,0.7048545847562812,0.23877679418571532
2040,2.523038309077632,0.7055238450695193,0.24102617546681535
2041,2.554281480744605,0.7060602040107503,0.24324971334179984
2042,2.585271055244558,0.7064752914022122,0.24544772549675004
2043,2.6158465356310696,0.706779689854492,0.2476205275758171
2044,2.646027768630927,0.706983033661025,0.24976831009739098
2045,2.675829619278251,0.7070940975953851,0.2518912685102838
2046,2.7052650503214117,0.7071208767637717,0.25398960079927785
2047,2.734346340827959,0.7070706585146933,0.2560635063615351
2048,2.7630853240079274,0.7069500872799412,0.2581131855955697
2049,2.7914931734135293,0.7067652231117196,0.260138839851038
2050,2.8195804864357807,0.7065215945871174,0.26214067116938566
2051,2.8473574493591602,0.7060953986755847,0.26412176519550784
2052,2.8744414553737996,0.7055021795650476,0.26608252106337205
2053,2.9004780599581457,0.704756097686678,0.2680233370801897
2054,2.925511925048439,0.7038700605560099,0.2699442969989669
2055,2.949577586638837,0.7028558399584273,0.27184549773233635
2056,2.9726426165551083,0.7017241771067404,0.27372709795702566
2057,2.9949002581229984,0.7004848771743399,0.2755890671083233
2058,3.0162677034200764,0.6991468944180388,0.27743161383528303
2059,3.0367474358541062,0.6977184089449955,0.2792548784191487
2060,3.056384996581751,0.6962068960419701,0.2810589662542229
2061,3.0752108413839343,0.6945469981685954,0.28284117410306914
2062,3.093071444659643,0.6927509826105506,0.2846017593983146
2063,3.1098224614662224,0.6908300602682195,0.2863409826712192
2064,3.125494813926935,0.6887944809748686,0.2880589528273487
2065,3.1401142678450444,0.686653619439187,0.28975578767566257
2066,3.1537048005504684,0.6844160528574681,0.29143161043947025
2067,3.1662886799720362,0.6820896311061306,0.29308654926009264
2068,3.1778863216303854,0.6796815403101895,0.2947207369422434
2069,3.188516806019155,0.6771983604851236,0.2963343101026636
2070,3.1981982166840264,0.6746461178653177,0.2979274084997861
2071,3.2069478322681126,0.6719574257919828,0.29949743867683104
2072,3.2146088880337276,0.6691433432982815,0.3010446713422164
2073,3.2210359795988803,0.666213996350349,0.3025693762352818
2074,3.226256002282914,0.6631786596665867,0.3040716614833285
2075,3.230290573705213,0.6600458307570898,0.3055516446839738
2076,3.2331589717500955,0.6568232970206591,0.3070094495778517
2077,3.2350084959843186,0.6535181966323157,0.3084450746402691
2078,3.235590115353276,0.6501370738647476,0.3098589189026456
2079,3.235084811597547,0.6466859294101313,0.31125095284483406
2080,3.233471250139956,0.6431702662025063,0.3126213520779843
2081,3.2307597675755115,0.6398006325832225,0.313978506403698
2082,3.2277652751005874,0.6365650563663456,0.315321875719163
2083,3.2252127662150505,0.633452502224342,0.31665098558934346
2084,3.2230669396998217,0.6304528048955564,0.31796612243274386
2085,3.221313254075669,0.6275566061560952,0.3192675392487249
2086,3.2199362083904757,0.6247552955085606,0.320555478668438
2087,3.2189301048387398,0.622040954507305,0.3218301625303377
2088,3.218291987484387,0.619406304614532,0.3230917998314908
2089,3.2180126550197654,0.6168446584623464,0.3243405968156776
2090,3.218079202140617,0.6143498743819991,0.3255767550529982
2091,3.218478506420893,0.6119162119742272,0.3268004466451254
2092,3.219197789965453,0.6095385054501938,0.32801185781988285
2093,3.2202256366049293,0.6072120157037177,0.329211166502434
2094,3.2215515860812336,0.6049323964350484,0.33039854320255857
2095,3.2231651261165113,0.6026956627657223,0.33157415252445344
2096,3.2250550747913214,0.60049816219188,0.33273815424710523
2097,3.2274981948261434,0.5983365477275543,0.3338903910280379
2098,3.229912432442768,0.5962077530947693,0.335031630014443
2099,3.2325339197327567,0.5941089698229383,0.3361617500328915
2100,3.2355023720524856,0.5920376261263787,0.33728072739196363
2101,3.2387015343974945,0.5901476125430718,0.33837437418625815
2102,3.241744591342317,0.5884232810506365,0.3394435544740602
2103,3.244426646899787,0.586850281744639,0.34048891550097815
2104,3.2468104462946688,0.5854154644624894,0.3415107902198771
2105,3.248837263537477,0.5841067862586512,0.3425096273548567
2106,3.2504761975294483,0.582913224674491,0.3434858279710202
2107,3.251778732452502,0.5818246966817902,0.34443968498931726
2108,3.252774013849155,0.5808319831296677,0.34537150071918055
2109,3.253431947376114,0.5799266584881181,0.34628162990969596
2110,3.253736781912476,0.5791010256554303,0.34717039845103603
2111,3.253712786384487,0.578348047376878,0.3480380634721735
2112,3.253456456698651,0.577661307572614,0.34888480007736666
2113,3.253028938292097,0.5770349507890518,0.34971081210489535
2114,3.2524187450450865,0.5764636346956524,0.350516375903516
2115,3.251637652964035,0.5759424863477303,0.3513017322917018
2116,3.250691691125211,0.5754670619619764,0.352067120113775
2117,3.249572623821966,0.5750333099602747,0.3528127866484327
2118,3.248275941855502,0.5746375370474752,0.353538967594
2119,3.2468065928726286,0.5742763770999683,0.3542458808982866
2120,3.2451654544886166,0.5739467626535831,0.3549337427080884
2121,3.243346551301691,0.5736458970948591,0.3556027710597411
2122,3.2414724030919713,0.5733712343071455,0.35625302961497163
2123,3.2396596055227773,0.5731204549464627,0.35688458274233076
2124,3.237901175416037,0.5728914464546918,0.35749763251622996
2125,3.2361925851735074,0.5726822847943897,0.358092373573848
2126,3.234529129184405,0.5724912177638647,0.35866899642607086
2127,3.2329067722351166,0.5723166497615576,0.35922768671547
2128,3.2313215361239536,0.5721571278786103,0.359768626153175
2129,3.2297690718859227,0.5720113292078184,0.360291993226932
2130,3.2282453602788594,0.5718780492658109,0.3607979625768627
2131,3.226749364892556,0.5717561879106519,0.3612867078959685
2132,3.2252971077578088,0.571644747066151,0.36175837385846743
2133,3.22390084659256,0.5715428180867835,0.36221310648946603
2134,3.2225563286472716,0.5714495737595419,0.36265106830614274
2135,3.221260134376953,0.5713642610151699,0.36307241815714386
2136,3.220008880403099,0.571286194286921,0.363477312275164
2137,3.218798855950576,0.5712147494601947,0.3638659048155426
2138,3.2176264093371274,0.5711493583611921,0.36423834750469036
2139,3.216488247103625,0.5710895037371723,0.3645947893816397
2140,3.215381023871522,0.5710347146849177,0.36493537736838655
2141,3.214301404893148,0.5709845607259009,0.36526025918909033
2142,3.2132446280706124,0.5709386533926741,0.3655695792666233
2143,3.2122062991542677,0.5708966355975897,0.36586347970423533
2144,3.21118364450582,0.5708581839099987,0.36614209877258036
2145,3.2101737713731406,0.5708230038297792,0.3664055730572771
2146,3.2091741262703444,0.570790828884221,0.36665403694358484
2147,3.2081823406511862,0.5707614130083241,0.3668876229423805
2148,3.2071958870047412,0.5707345338068956,0.36710646205342107
2149,3.206212414356297,0.5707131930200949,0.367301546412196
2150,3.2053884566695823,0.5706948469874842,0.3674953240024665
2151,3.204805887758449,0.5706793670963562,0.3676875356137889
2152,3.2043828897979556,0.570666379211371,0.36787823707757616
2153,3.2040944530750024,0.5706560068564318,0.36806717842744313
2154,3.203915843151238,0.5706483905884501,0.368254399180007
2155,3.20382657842104,0.570643539290516,0.36843993602503056
2156,3.203813067673565,0.5706417226816538,0.3686238128460372
2157,3.203861133115545,0.5706426695296899,0.36880606356911316
2158,3.203960386024096,0.5706461330449516,0.3689867171180676
2159,3.204107669450657,0.5706518886782076,0.36916579333777755
2160,3.2043005484613283,0.5706597321165682,0.36934331077157667
2161,3.2045371865182917,0.5706699209250309,0.3695192790941787
2162,3.204810543511871,0.5706822459141543,0.36969372224275937
2163,3.2051137558385645,0.5706965167485185,0.3698666635386761
2164,3.205445521903889,0.5707125602470852,0.37003811928012936
2165,3.2058051179457716,0.5707302188365339,0.37020810471212356
2166,3.206191804587074,0.5707493491438665,0.370376634759458
2167,3.206607611495395,0.5707698207157734,0.3705437207160186
2168,3.207056145340464,0.5707915148533332,0.3707093716844909
2169,3.2075374484944716,0.5708143235517643,0.37087360075097536
2170,3.2080482477800683,0.5708381485356976,0.3710364247150877
2171,3.2085848059558937,0.570862944547627,0.37119785992067783
2172,3.2091479905545817,0.5708886262281241,0.3713579178072068
2173,3.209739088590538,0.5709151159042286,0.37151660908405365
2174,3.2103550782859287,0.5709423428959185,0.3716739494224163
2175,3.2109920148252704,0.5709702428851116,0.3718299554105819
2176,3.2116461665102443,0.5709987573416188,0.3719846432009932
2177,3.2123145008837994,0.5710278330008461,0.3721380279342983
2178,3.2129951723510564,0.5710574213886503,0.37229012315896864
2179,3.2136869359824316,0.5710874783890437,0.37244094154181356
2180,3.2143874461468966,0.5711179638509447,0.37259049692397644
2181,3.21509330934503,0.5711487257531355,0.3727388063028065
2182,3.215805395575387,0.571179741262331,0.3728858791818389
2183,3.2165246297828363,0.5712109895892401,0.37303172487606573
2184,3.2172480303071547,0.5712424518041677,0.37317635729969867
2185,3.2179734655554713,0.5712741106692618,0.3733197892345361
2186,3.218703294225496,0.5713059504858958,0.373462027930272
2187,3.2194406692314255,0.5713379569558501,0.37360307956416694
2188,3.2201835684043325,0.5713701170549862,0.37374295646458516
2189,3.220927875483933,0.5714024189183718,0.3738816733992404
2190,3.2216698013965592,0.5714348517357426,0.37401924465117226
2191,3.222405953118517,0.5714672545646744,0.3741556866105656
2192,3.223136566552015,0.5714996320715833,0.37429100826963563
2193,3.2238619197322893,0.5715319884855126,0.3744252184984868
2194,3.2245793611236424,0.5715643276377496,0.3745583296512073
2195,3.2252927630592683,0.571596652997883,0.3746903460969352
2196,3.226008627504217,0.5716289677065608,0.3748212689315965
2197,3.2267261954784154,0.5716612746053505,0.37495110798994674
2198,3.227440515876642,0.5716935762638338,0.37507987813524213
2199,3.2281464476310093,0.5717258750043094,0.3752075944030882
2200,3.2288395677365203,0.5717581729242343,0.3753342708970523
2201,3.229516210665491,0.5717903225691694,0.375459923392054
2202,3.2301761030018974,0.5718223391307733,0.37558456058015055
2203,3.2308191218971545,0.5718542364145219,0.37570819092273416
2204,3.23144274036038,0.5718860269649712,0.3758308257627045
2205,3.2320450062193227,0.571917722179727,0.37595247569643686
2206,3.2326243441337503,0.5719493324131177,0.376073150812476
2207,3.23317940992077,0.5719808670704645,0.3761928608672125
2208,3.2337090448105386,0.5720123346939009,0.37631161533915486
2209,3.2342125663571006,0.5720437430403998,0.3764294230722572
2210,3.2346900166607053,0.5720750991527676,0.37654629197073786
2211,3.235141634754331,0.5721062635149431,0.3766622322431272
2212,3.235569666492767,0.572137255101216,0.37677724875304575
2213,3.2359759419338316,0.5721680911596119,0.37689134683250985
2214,3.2363599063855464,0.5721987873678469,0.3770045346904166
2215,3.236721022851231,0.5722293579751945,0.3771168204748783
2216,3.237058682947594,0.572259815931518,0.3772282123805123
2217,3.237372231189382,0.5722901730047073,0.3773387186173213
2218,3.2376610221821096,0.5723204398874343,0.3774483473393119
