year,rf_co2,rf_ch4,rf_n2o
2219,3.237924420650955,0.5723506262943456,0.3775571066432311
2220,3.238161780416625,0.5723807410504196,0.37766500459327074
2221,3.2383724554717572,0.5724106564808015,0.3777720516336408
2222,3.238557806114197,0.5724403921125409,0.37787825305510087
2223,3.238719033872177,0.5724699656978508,0.37798361431139743
2224,3.2388554168392183,0.5724993933744029,0.3780881431840335
2225,3.23896633188859,0.5725286898111623,0.3781918473001476
2226,3.2390511516134612,0.572557868341044,0.37829473425709786
2227,3.2391092386800273,0.5725869410815788,0.37839681162772465
2228,3.239139985104001,0.5726159190447294,0.3784980869106162
2229,3.2391428141395626,0.5726448122367402,0.37859856752642074
2230,3.2391171550902094,0.5726736297490076,0.3786982608476163
2231,3.2390624438782103,0.5727022543612054,0.3787971764479436
2232,3.2389797120362243,0.5727307048995527,0.3788953194427095
2233,3.2388698730972263,0.5727589984799075,0.3789926950652096
2234,3.238732321410942,0.5727871506621987,0.37908931038965765
2235,3.238566538690759,0.5728151755909309,0.37918517235319277
2236,3.2383720133935654,0.5728430861230206,0.379280287853214
2237,3.238148238477445,0.5728708939440583,0.3793746637484941
2238,3.237894742200048,0.5728986096741264,0.3794683068197855
2239,3.2376110899490502,0.5729262429640141,0.37956122376621576
2240,3.2372968633825137,0.5729538025827706,0.37965342122983375
2241,3.2369516621601666,0.5729811829169416,0.37974490783575293
2242,3.2365764578417275,0.5730084014525091,0.37983568825238345
2243,3.236172132236629,0.5730354740871534,0.37992576723437
2244,3.2357382834574993,0.5730624152736129,0.3800151510933699
2245,3.2352745947694213,0.5730892381501754,0.38010384600879105
2246,3.234780763376163,0.5731159546593586,0.3801918581138752
2247,3.2342564966803247,0.5731425756558806,0.3802791934987746
2248,3.233701537393764,0.5731691110048971,0.38036585817820884
2249,3.2331156623232022,0.5731955696713612,0.38045185809173593
2250,3.2324986640773035,0.5732219598013228,0.3805371991252617
2251,3.2318503507063716,0.5732481820226697,0.38062188903628386
2252,3.2311716908662786,0.5732742526919212,0.3807059320151055
2253,3.23046357486931,0.5733001866802065,0.380789332327051
2254,3.2297258022486446,0.5733259975073374,0.38087209556107887
2255,3.2289582791239098,0.5733516974637994,0.38095422714971466
2256,3.22816095124274,0.5733772977217515,0.3810357324500884
2257,3.227333794214154,0.573402808435986,0.3811166167545669
2258,3.2264768315073353,0.5734282388357849,0.381196885267256
2259,3.225590131036313,0.57345359730848,0.3812765431070819
2260,3.2246737883712417,0.5734788914754952,0.38135559532754537
2261,3.22372792453305,0.5735040299853418,0.381434048695242
2262,3.2227535980302844,0.573529027994151,0.38151190684956
2263,3.221751817378763,0.5735538992818663,0.38158917347224774
2264,3.2207227334865327,0.5735786563764628,0.38166585328384794
2265,3.2196665675090026,0.5736033106669631,0.38174195089545704
2266,3.218583561615707,0.5736278725062471,0.3818174708681034
2267,3.217473975065012,0.5736523513045705,0.3818924177163091
2268,3.2163381002150833,0.5736767556146902,0.38196679588712645
2269,3.2151762612541614,0.5737010932092534,0.38204060976071075
2270,3.213988801716905,0.573725371151251,0.38211386366483413
2271,3.2127760839125283,0.5737495043799804,0.38218656353217406
2272,3.211539375094214,0.5737735069765509,0.3822587123410779
2273,3.2102798874056777,0.5737973917437122,0.38233031312088855
2274,3.208997993857159,0.5738211703212265,0.3824013699194126
2275,3.207694132094933,0.5738448532908286,0.38247188668423465
2276,3.2063687558867096,0.5738684502717142,0.38254186732134554
2277,3.2050223318745683,0.5738919700074294,0.3826113156979476
2278,3.2036553560636154,0.5739154204449037,0.3826802356210096
2279,3.2022683526848543,0.573938808806368,0.38274863083774424
2280,3.200861861822489,0.5739621416547735,0.3828165050500713
2281,3.1994364384475347,0.5739853385756797,0.38288386348316056
2282,3.1979932566831106,0.5740084127766834,0.38295070886144533
2283,3.1965334581647653,0.5740313762666008,0.38301704393471236
2284,3.1950576185193738,0.5740542399636142,0.3830828721357122
2285,3.1935663661483535,0.5740770137937066,0.38314819681402185
2286,3.1920603418189897,0.5740997067802067,0.38321302128472634
2287,3.190540184029476,0.5741223271252519,0.383277348845353
2288,3.1890065313133,0.5741448822838848,0.3833411827720158
2289,3.187460016850033,0.5741673790315087,0.3834045263251889
2290,3.185901257360787,0.574189823525226,0.38346738276262105
2291,3.184330850678273,0.5742121434662071,0.38352975675829765
2292,3.182749950593283,0.5742343509614248,0.38359165073167806
2293,3.181159642371404,0.574256457019026,0.383653067173616
2294,3.1795604330644096,0.5742784716474653,0.3837140092740742
2295,3.177952834000755,0.5743004039457299,0.3837744802014517
2296,3.176337330065303,0.5743222621853913,0.38383448313929464
2297,3.174714378271504,0.5743440538852727,0.3838940212870014
2298,3.1730844190802285,0.5743657858793811,0.3839530978448827
2299,3.171447876657902,0.574387464378717,0.3840117160130099
2300,3.169805151905027,0.574409095027497,0.38406987899905715
